Date,Time,Analysis,Row,Identifier 1,FileHeader: Filename,Peak Nr.,Is Ref.?,Start,Rt,End,Width,Area All,Ampl. 44,BGD 44,R 13C/12C,d 13C/12C,d 18O/16O,Component
05/20/16,03:49:12,12183,79,AO_W2_1-1,AO_W2_1-1_-0001.dxf,11,0,3250.2,3257.3,3266.3,16.1,0.462,54,105.9,0.0108994,-25.117,-7.922,
05/20/16,03:49:12,12183,79,AO_W2_1-1,AO_W2_1-1_-0001.dxf,12,0,3527.7,3669.4,3671.1,143.4,15.908,315,134.8,0.0108474,-29.765,-8.467,
05/20/16,03:49:12,12183,79,AO_W2_1-1,AO_W2_1-1_-0001.dxf,13,0,3699.9,3729.2,3731.9,32.0,41.593,1426,5.0,0.0111399,-3.601,0.063,
05/20/16,03:49:12,12183,79,AO_W2_1-1,AO_W2_1-1_-0001.dxf,14,0,3759.5,3789.0,3791.7,32.2,41.701,1426,5.2,0.0111390,-3.689,0.077,
05/20/16,05:00:01,12184,80,AO_W2_1-2,AO_W2_1-2_-0001.dxf,1,0,37.2,66.3,69.4,32.2,41.200,1414,4.3,0.0111408,-3.520,0.151,
05/20/16,05:00:01,12184,80,AO_W2_1-2,AO_W2_1-2_-0001.dxf,2,0,97.0,126.4,129.2,32.2,41.161,1409,5.0,0.0111393,-3.655,0.105,
05/20/16,05:00:01,12184,80,AO_W2_1-2,AO_W2_1-2_-0001.dxf,3,1,156.8,186.2,188.9,32.2,41.191,1410,5.1,0.0111388,-3.700,-0.000,
05/20/16,05:00:01,12184,80,AO_W2_1-2,AO_W2_1-2_-0001.dxf,4,0,216.5,246.0,248.7,32.2,41.220,1410,5.2,0.0111390,-3.682,0.095,
05/20/16,05:00:01,12184,80,AO_W2_1-2,AO_W2_1-2_-0001.dxf,5,0,1737.2,1772.9,1917.4,180.2,33.333,206,4.2,0.0108521,-29.351,-10.502,
05/20/16,05:00:01,12184,80,AO_W2_1-2,AO_W2_1-2_-0001.dxf,6,0,2101.9,2114.7,2124.1,22.2,2.967,395,188.4,0.0108518,-29.375,-8.896,
05/20/16,05:00:01,12184,80,AO_W2_1-2,AO_W2_1-2_-0001.dxf,7,0,2312.8,2320.5,2333.5,20.7,1.921,275,151.8,0.0108736,-27.420,-7.945,
05/20/16,05:00:01,12184,80,AO_W2_1-2,AO_W2_1-2_-0001.dxf,8,0,2461.8,2468.3,2475.0,13.2,0.505,80,135.1,0.0109194,-23.330,-7.753,
05/20/16,05:00:01,12184,80,AO_W2_1-2,AO_W2_1-2_-0001.dxf,9,0,2561.1,2570.7,2582.0,20.9,1.807,236,119.0,0.0108792,-26.922,-9.069,
05/20/16,05:00:01,12184,80,AO_W2_1-2,AO_W2_1-2_-0001.dxf,10,0,2639.0,2650.7,2682.1,43.1,15.804,1707,121.9,0.0108442,-30.052,-7.722,S-Metolachlor
05/20/16,05:00:01,12184,80,AO_W2_1-2,AO_W2_1-2_-0001.dxf,11,0,3250.2,3257.3,3266.3,16.1,0.450,53,100.6,0.0108892,-26.027,-5.356,
05/20/16,05:00:01,12184,80,AO_W2_1-2,AO_W2_1-2_-0001.dxf,12,0,3584.8,3669.4,3671.1,86.3,6.498,228,188.7,0.0108339,-30.972,-11.643,
05/20/16,05:00:01,12184,80,AO_W2_1-2,AO_W2_1-2_-0001.dxf,13,0,3699.9,3729.2,3731.9,32.0,41.502,1422,5.0,0.0111389,-3.692,0.070,
05/20/16,05:00:01,12184,80,AO_W2_1-2,AO_W2_1-2_-0001.dxf,14,0,3759.5,3789.0,3791.7,32.2,41.613,1423,5.2,0.0111388,-3.699,0.124,
05/20/16,06:10:46,12185,81,AO_W2_1-3,AO_W2_1-3_-0001.dxf,1,0,37.2,66.7,69.4,32.2,41.212,1415,4.3,0.0111407,-3.535,0.094,
05/20/16,06:10:46,12185,81,AO_W2_1-3,AO_W2_1-3_-0001.dxf,2,0,97.0,126.4,129.2,32.2,41.144,1408,5.0,0.0111391,-3.674,0.061,
05/20/16,06:10:46,12185,81,AO_W2_1-3,AO_W2_1-3_-0001.dxf,3,1,156.8,186.2,188.9,32.2,41.195,1410,5.1,0.0111388,-3.700,-0.000,
05/20/16,06:10:46,12185,81,AO_W2_1-3,AO_W2_1-3_-0001.dxf,4,0,216.5,245.8,248.7,32.2,41.295,1413,5.2,0.0111388,-3.707,0.099,
05/20/16,06:10:46,12185,81,AO_W2_1-3,AO_W2_1-3_-0001.dxf,5,0,1737.2,1772.7,1917.4,180.2,33.515,208,4.2,0.0108535,-29.221,-10.750,
05/20/16,06:10:46,12185,81,AO_W2_1-3,AO_W2_1-3_-0001.dxf,6,0,2101.7,2114.7,2123.9,22.2,3.016,400,189.9,0.0108486,-29.659,-8.720,
05/20/16,06:10:46,12185,81,AO_W2_1-3,AO_W2_1-3_-0001.dxf,7,0,2312.8,2320.5,2333.9,21.1,1.977,279,149.2,0.0108687,-27.858,-8.699,
05/20/16,06:10:46,12185,81,AO_W2_1-3,AO_W2_1-3_-0001.dxf,8,0,2461.8,2468.3,2475.0,13.2,0.502,81,135.1,0.0109208,-23.202,-7.778,
05/20/16,06:10:46,12185,81,AO_W2_1-3,AO_W2_1-3_-0001.dxf,9,0,2560.9,2570.5,2581.8,20.9,1.802,235,118.6,0.0108719,-27.578,-7.595,
05/20/16,06:10:46,12185,81,AO_W2_1-3,AO_W2_1-3_-0001.dxf,10,0,2638.8,2650.7,2682.1,43.3,15.769,1689,121.6,0.0108441,-30.061,-7.957,S-Metolachlor
05/20/16,06:10:46,12185,81,AO_W2_1-3,AO_W2_1-3_-0001.dxf,11,0,3249.9,3257.1,3265.8,15.9,0.452,54,99.0,0.0109184,-23.418,-5.666,
05/20/16,06:10:46,12185,81,AO_W2_1-3,AO_W2_1-3_-0001.dxf,12,0,3619.7,3669.4,3671.1,51.4,2.639,173,233.9,0.0108127,-32.873,-17.317,
05/20/16,06:10:46,12185,81,AO_W2_1-3,AO_W2_1-3_-0001.dxf,13,0,3699.9,3729.2,3731.9,32.0,41.597,1426,5.0,0.0111393,-3.655,0.067,
05/20/16,06:10:46,12185,81,AO_W2_1-3,AO_W2_1-3_-0001.dxf,14,0,3759.5,3788.1,3791.7,32.2,41.691,1426,5.2,0.0111389,-3.690,0.002,
