Date,Time,Analysis,Row,Identifier 1,FileHeader: Filename,Peak Nr.,Is Ref.?,Start,Rt,End,Width,Area All,Ampl. 44,BGD 44,R 13C/12C,d 13C/12C,d 18O/16O,Component
05/20/16,01:27:36,12181,77,AO_W1_2-2,AO_W1_2-2_-0001.dxf,10,0,2639.3,2651.0,2676.2,37.0,14.464,1570,139.2,0.0108363,-30.758,-7.015,S-Metolachlor
05/20/16,01:27:36,12181,77,AO_W1_2-2,AO_W1_2-2_-0001.dxf,11,0,3529.6,3669.4,3671.1,141.5,16.615,300,146.3,0.0108392,-30.503,-7.641,
05/20/16,01:27:36,12181,77,AO_W1_2-2,AO_W1_2-2_-0001.dxf,12,0,3699.9,3729.4,3731.9,32.0,41.621,1425,5.1,0.0111393,-3.654,0.051,
05/20/16,01:27:36,12181,77,AO_W1_2-2,AO_W1_2-2_-0001.dxf,13,0,3759.5,3789.0,3791.7,32.2,41.640,1423,5.2,0.0111389,-3.698,0.066,
05/20/16,02:38:23,12182,78,AO_W1_2-3,AO_W1_2-3_-0001.dxf,1,0,37.2,66.7,69.4,32.2,41.214,1413,4.3,0.0111406,-3.540,0.074,
05/20/16,02:38:23,12182,78,AO_W1_2-3,AO_W1_2-3_-0001.dxf,2,0,97.0,126.4,129.2,32.2,41.141,1408,5.0,0.0111391,-3.676,0.033,
05/20/16,02:38:23,12182,78,AO_W1_2-3,AO_W1_2-3_-0001.dxf,3,1,156.8,186.2,188.9,32.2,41.190,1408,5.1,0.0111388,-3.700,-0.000,
05/20/16,02:38:23,12182,78,AO_W1_2-3,AO_W1_2-3_-0001.dxf,4,0,216.5,246.0,248.7,32.2,41.288,1413,5.2,0.0111392,-3.668,0.098,
05/20/16,02:38:23,12182,78,AO_W1_2-3,AO_W1_2-3_-0001.dxf,5,0,1737.2,1860.9,1917.4,180.2,34.984,229,4.2,0.0108501,-29.524,-9.080,
05/20/16,02:38:23,12182,78,AO_W1_2-3,AO_W1_2-3_-0001.dxf,6,0,2101.5,2114.9,2123.2,21.7,3.225,423,195.2,0.0108495,-29.578,-8.515,
05/20/16,02:38:23,12182,78,AO_W1_2-3,AO_W1_2-3_-0001.dxf,7,0,2312.6,2320.9,2337.7,25.1,4.311,611,160.3,0.0108719,-27.577,-7.924,
05/20/16,02:38:23,12182,78,AO_W1_2-3,AO_W1_2-3_-0001.dxf,8,0,2461.4,2469.1,2480.2,18.8,1.774,256,144.4,0.0109097,-24.197,-7.547,
05/20/16,02:38:23,12182,78,AO_W1_2-3,AO_W1_2-3_-0001.dxf,9,0,2560.0,2570.9,2586.0,25.9,4.616,595,130.8,0.0108680,-27.928,-7.718,
05/20/16,02:38:23,12182,78,AO_W1_2-3,AO_W1_2-3_-0001.dxf,10,0,2639.0,2650.5,2675.4,36.4,13.576,1489,136.0,0.0108376,-30.643,-7.647,S-Metolachlor
05/20/16,02:38:23,12182,78,AO_W1_2-3,AO_W1_2-3_-0001.dxf,11,0,3525.8,3669.4,3671.1,145.3,17.096,303,142.5,0.0108489,-29.629,-8.849,
05/20/16,02:38:23,12182,78,AO_W1_2-3,AO_W1_2-3_-0001.dxf,12,0,3699.9,3729.4,3731.9,32.0,41.563,1426,5.1,0.0111392,-3.667,0.047,
05/20/16,02:38:23,12182,78,AO_W1_2-3,AO_W1_2-3_-0001.dxf,13,0,3759.7,3788.8,3791.7,32.0,41.694,1426,5.2,0.0111393,-3.655,0.077,
