Date,Time,Analysis,Row,Identifier 1,FileHeader: Filename,Peak Nr.,Is Ref.?,Start,Rt,End,Width,Area All,Ampl. 44,BGD 44,R 13C/12C,d 13C/12C,d 18O/16O,Component
05/20/16,11:57:26,12190,86,AO_W3_1-1,AO_W3_1-1_-0001.dxf,11,0,3699.7,3729.0,3731.7,32.0,41.564,1425,4.9,0.0111390,-3.684,0.028,
05/20/16,11:57:26,12190,86,AO_W3_1-1,AO_W3_1-1_-0001.dxf,12,0,3759.3,3788.8,3791.5,32.2,41.664,1424,5.1,0.0111389,-3.691,-0.003,
05/20/16,13:08:11,12191,87,AO_W3_1-2,AO_W3_1-2_-0001.dxf,1,0,37.2,66.7,69.4,32.2,41.326,1419,4.3,0.0111405,-3.547,0.063,
05/20/16,13:08:11,12191,87,AO_W3_1-2,AO_W3_1-2_-0001.dxf,2,0,97.0,126.4,129.2,32.2,41.211,1411,4.9,0.0111389,-3.696,0.085,
05/20/16,13:08:11,12191,87,AO_W3_1-2,AO_W3_1-2_-0001.dxf,3,1,156.8,186.2,188.9,32.2,41.332,1413,5.1,0.0111388,-3.700,-0.000,
05/20/16,13:08:11,12191,87,AO_W3_1-2,AO_W3_1-2_-0001.dxf,4,0,216.5,245.8,248.7,32.2,41.330,1416,5.2,0.0111386,-3.717,0.104,
05/20/16,13:08:11,12191,87,AO_W3_1-2,AO_W3_1-2_-0001.dxf,5,0,1737.4,1773.6,1917.6,180.2,30.007,175,4.2,0.0108576,-28.859,-8.204,
05/20/16,13:08:11,12191,87,AO_W3_1-2,AO_W3_1-2_-0001.dxf,6,0,2101.7,2114.7,2124.9,23.2,2.400,309,164.6,0.0108514,-29.413,-7.251,
05/20/16,13:08:11,12191,87,AO_W3_1-2,AO_W3_1-2_-0001.dxf,7,0,2313.2,2320.5,2332.6,19.4,1.305,185,133.1,0.0108739,-27.392,-7.003,
05/20/16,13:08:11,12191,87,AO_W3_1-2,AO_W3_1-2_-0001.dxf,8,0,2560.5,2570.1,2586.6,26.1,2.130,249,102.4,0.0108841,-26.481,-7.459,
05/20/16,13:08:11,12191,87,AO_W3_1-2,AO_W3_1-2_-0001.dxf,9,0,2638.2,2649.3,2673.5,35.3,8.116,905,97.8,0.0108466,-29.840,-6.870,S-Metolachlor
05/20/16,13:08:11,12191,87,AO_W3_1-2,AO_W3_1-2_-0001.dxf,10,0,3619.9,3669.2,3670.9,51.0,2.182,131,177.9,0.0108494,-29.592,-8.167,
05/20/16,13:08:11,12191,87,AO_W3_1-2,AO_W3_1-2_-0001.dxf,11,0,3699.7,3729.2,3731.7,32.0,41.599,1427,4.8,0.0111391,-3.680,0.037,
05/20/16,13:08:11,12191,87,AO_W3_1-2,AO_W3_1-2_-0001.dxf,12,0,3759.3,3788.8,3791.5,32.2,41.710,1427,5.1,0.0111388,-3.704,0.016,
05/20/16,14:18:52,12192,88,AO_W3_1-3,AO_W3_1-3_-0001.dxf,1,0,37.2,66.7,69.4,32.2,41.385,1421,4.3,0.0111404,-3.557,0.029,
05/20/16,14:18:52,12192,88,AO_W3_1-3,AO_W3_1-3_-0001.dxf,2,0,97.0,126.4,129.2,32.2,41.279,1412,5.0,0.0111389,-3.693,-0.020,
05/20/16,14:18:52,12192,88,AO_W3_1-3,AO_W3_1-3_-0001.dxf,3,1,156.8,186.2,188.9,32.2,41.365,1413,5.1,0.0111388,-3.700,-0.000,
05/20/16,14:18:52,12192,88,AO_W3_1-3,AO_W3_1-3_-0001.dxf,4,0,216.5,245.8,248.7,32.2,41.357,1415,5.2,0.0111386,-3.725,-0.012,
05/20/16,14:18:52,12192,88,AO_W3_1-3,AO_W3_1-3_-0001.dxf,5,0,1737.2,1766.3,1917.4,180.2,30.087,178,4.2,0.0108633,-28.342,-8.604,
05/20/16,14:18:52,12192,88,AO_W3_1-3,AO_W3_1-3_-0001.dxf,6,0,2102.1,2115.1,2125.5,23.4,2.455,321,165.2,0.0108527,-29.297,-7.496,
05/20/16,14:18:52,12192,88,AO_W3_1-3,AO_W3_1-3_-0001.dxf,7,0,2313.2,2320.7,2332.6,19.4,1.380,195,132.6,0.0108812,-26.748,-7.619,
05/20/16,14:18:52,12192,88,AO_W3_1-3,AO_W3_1-3_-0001.dxf,8,0,2560.9,2570.5,2586.0,25.1,2.181,259,102.3,0.0108795,-26.897,-7.786,
05/20/16,14:18:52,12192,88,AO_W3_1-3,AO_W3_1-3_-0001.dxf,9,0,2638.6,2649.5,2673.5,34.9,8.336,941,97.8,0.0108440,-30.073,-7.106,S-Metolachlor
05/20/16,14:18:52,12192,88,AO_W3_1-3,AO_W3_1-3_-0001.dxf,10,0,3620.7,3669.2,3670.9,50.2,2.028,118,175.9,0.0108534,-29.228,-5.054,
05/20/16,14:18:52,12192,88,AO_W3_1-3,AO_W3_1-3_-0001.dxf,11,0,3699.7,3729.0,3731.7,32.0,41.631,1427,4.8,0.0111388,-3.699,-0.031,
05/20/16,14:18:52,12192,88,AO_W3_1-3,AO_W3_1-3_-0001.dxf,12,0,3759.3,3788.8,3791.5,32.2,41.774,1429,5.1,0.0111385,-3.728,-0.007,
05/20/16,15:29:41,12193,89,AO_W3_2-1,AO_W3_2-1_-0001.dxf,1,0,37.2,66.7,69.4,32.2,41.352,1419,4.3,0.0111409,-3.517,0.016,
05/20/16,15:29:41,12193,89,AO_W3_2-1,AO_W3_2-1_-0001.dxf,2,0,97.0,126.4,129.2,32.2,41.249,1411,5.0,0.0111393,-3.661,-0.009,
05/20/16,15:29:41,12193,89,AO_W3_2-1,AO_W3_2-1_-0001.dxf,3,1,156.8,185.8,188.9,32.2,41.289,1412,5.1,0.0111388,-3.700,-0.000,
05/20/16,15:29:41,12193,89,AO_W3_2-1,AO_W3_2-1_-0001.dxf,4,0,216.3,246.0,248.5,32.2,41.339,1414,5.2,0.0111381,-3.762,-0.047,
05/20/16,15:29:41,12193,89,AO_W3_2-1,AO_W3_2-1_-0001.dxf,5,0,1737.2,1810.4,1917.4,180.2,31.575,204,4.2,0.0108587,-28.759,-9.549,
05/20/16,15:29:41,12193,89,AO_W3_2-1,AO_W3_2-1_-0001.dxf,6,0,2069.5,2078.5,2085.8,16.3,0.443,53,159.8,0.0108529,-29.277,-10.775,
05/20/16,15:29:41,12193,89,AO_W3_2-1,AO_W3_2-1_-0001.dxf,7,0,2102.3,2115.1,2125.5,23.2,3.006,404,172.3,0.0108526,-29.302,-8.418,
05/20/16,15:29:41,12193,89,AO_W3_2-1,AO_W3_2-1_-0001.dxf,8,0,2313.2,2320.7,2333.3,20.1,1.562,220,142.2,0.0108747,-27.322,-8.341,
05/20/16,15:29:41,12193,89,AO_W3_2-1,AO_W3_2-1_-0001.dxf,9,0,2561.3,2570.5,2591.6,30.3,3.101,341,109.3,0.0108859,-26.325,-7.342,
05/20/16,15:29:41,12193,89,AO_W3_2-1,AO_W3_2-1_-0001.dxf,10,0,2638.4,2651.6,2683.1,44.7,21.719,2360,103.2,0.0108486,-29.656,-7.241,S-Metolachlor
05/20/16,15:29:41,12193,89,AO_W3_2-1,AO_W3_2-1_-0001.dxf,11,0,3003.3,3010.9,3020.5,17.1,0.571,71,79.9,0.0108451,-29.977,-8.058,
05/20/16,15:29:41,12193,89,AO_W3_2-1,AO_W3_2-1_-0001.dxf,12,0,3090.3,3099.1,3108.9,18.6,0.644,77,79.1,0.0108412,-30.322,-4.941,
05/20/16,15:29:41,12193,89,AO_W3_2-1,AO_W3_2-1_-0001.dxf,13,0,3619.5,3669.4,3670.9,51.4,2.052,129,186.8,0.0107651,-37.126,-14.964,
05/20/16,15:29:41,12193,89,AO_W3_2-1,AO_W3_2-1_-0001.dxf,14,0,3699.7,3729.2,3731.9,32.2,41.492,1423,4.9,0.0111391,-3.677,0.003,
05/20/16,15:29:41,12193,89,AO_W3_2-1,AO_W3_2-1_-0001.dxf,15,0,3759.3,3789.0,3791.5,32.2,41.602,1423,5.1,0.0111390,-3.689,-0.021,
05/20/16,16:40:28,12194,90,AO_W3_2-2,AO_W3_2-2_-0001.dxf,1,0,37.2,66.7,69.4,32.2,41.374,1419,4.3,0.0111405,-3.553,-0.030,
05/20/16,16:40:28,12194,90,AO_W3_2-2,AO_W3_2-2_-0001.dxf,2,0,97.0,126.2,129.2,32.2,41.224,1412,5.0,0.0111389,-3.694,-0.016,
05/20/16,16:40:28,12194,90,AO_W3_2-2,AO_W3_2-2_-0001.dxf,3,1,156.8,186.2,188.9,32.2,41.355,1414,5.1,0.0111388,-3.700,-0.000,
05/20/16,16:40:28,12194,90,AO_W3_2-2,AO_W3_2-2_-0001.dxf,4,0,216.5,246.0,248.7,32.2,41.359,1415,5.2,0.0111385,-3.732,-0.047,
05/20/16,16:40:28,12194,90,AO_W3_2-2,AO_W3_2-2_-0001.dxf,5,0,1737.2,1810.4,1917.4,180.2,32.794,210,4.2,0.0108563,-28.969,-10.331,
05/20/16,16:40:28,12194,90,AO_W3_2-2,AO_W3_2-2_-0001.dxf,6,0,2069.3,2078.5,2086.0,16.7,0.479,57,166.8,0.0108768,-27.139,-9.167,
05/20/16,16:40:28,12194,90,AO_W3_2-2,AO_W3_2-2_-0001.dxf,7,0,2101.7,2115.1,2125.3,23.6,3.144,407,181.7,0.0108551,-29.080,-8.184,
05/20/16,16:40:28,12194,90,AO_W3_2-2,AO_W3_2-2_-0001.dxf,8,0,2312.0,2320.5,2333.5,21.5,1.578,220,153.8,0.0108844,-26.456,-8.730,
05/20/16,16:40:28,12194,90,AO_W3_2-2,AO_W3_2-2_-0001.dxf,9,0,2561.1,2570.5,2592.6,31.6,3.108,337,113.8,0.0108799,-26.860,-8.283,
05/20/16,16:40:28,12194,90,AO_W3_2-2,AO_W3_2-2_-0001.dxf,10,0,2638.2,2651.4,2682.9,44.7,21.698,2351,107.7,0.0108453,-29.956,-7.375,S-Metolachlor
05/20/16,16:40:28,12194,90,AO_W3_2-2,AO_W3_2-2_-0001.dxf,11,0,3003.1,3010.6,3020.1,16.9,0.565,70,83.7,0.0108705,-27.697,-8.973,
05/20/16,16:40:28,12194,90,AO_W3_2-2,AO_W3_2-2_-0001.dxf,12,0,3090.5,3098.8,3108.0,17.6,0.613,75,82.2,0.0108522,-29.339,-6.661,
05/20/16,16:40:28,12194,90,AO_W3_2-2,AO_W3_2-2_-0001.dxf,13,0,3503.9,3512.7,3521.0,17.1,0.517,50,93.8,0.0107799,-35.804,-6.285,
05/20/16,16:40:28,12194,90,AO_W3_2-2,AO_W3_2-2_-0001.dxf,14,0,3619.7,3669.2,3670.9,51.2,2.037,123,191.4,0.0109089,-24.267,-5.916,
05/20/16,16:40:28,12194,90,AO_W3_2-2,AO_W3_2-2_-0001.dxf,15,0,3699.7,3729.2,3731.9,32.2,41.612,1426,4.9,0.0111389,-3.693,-0.031,
05/20/16,16:40:28,12194,90,AO_W3_2-2,AO_W3_2-2_-0001.dxf,16,0,3759.5,3789.0,3791.7,32.2,41.749,1427,5.1,0.0111384,-3.735,-0.019,
05/20/16,17:51:17,12195,91,AO_W3_2-3,AO_W3_2-3_-0001.dxf,1,0,37.2,66.7,69.4,32.2,41.365,1421,4.3,0.0111402,-3.576,0.031,
05/20/16,17:51:17,12195,91,AO_W3_2-3,AO_W3_2-3_-0001.dxf,2,0,97.0,126.4,129.2,32.2,41.221,1411,5.0,0.0111389,-3.697,0.002,
05/20/16,17:51:17,12195,91,AO_W3_2-3,AO_W3_2-3_-0001.dxf,3,1,156.8,186.2,188.9,32.2,41.241,1411,5.1,0.0111388,-3.700,-0.000,
05/20/16,17:51:17,12195,91,AO_W3_2-3,AO_W3_2-3_-0001.dxf,4,0,216.5,246.0,248.7,32.2,41.260,1411,5.2,0.0111383,-3.746,-0.003,
05/20/16,17:51:17,12195,91,AO_W3_2-3,AO_W3_2-3_-0001.dxf,5,0,1737.2,1809.9,1917.4,180.2,32.808,207,4.2,0.0108570,-28.912,-10.590,
05/20/16,17:51:17,12195,91,AO_W3_2-3,AO_W3_2-3_-0001.dxf,6,0,2068.9,2078.1,2085.8,16.9,0.477,57,165.6,0.0108677,-27.953,-7.734,
05/20/16,17:51:17,12195,91,AO_W3_2-3,AO_W3_2-3_-0001.dxf,7,0,2101.7,2114.7,2125.1,23.4,3.085,408,179.1,0.0108538,-29.192,-8.606,
05/20/16,17:51:17,12195,91,AO_W3_2-3,AO_W3_2-3_-0001.dxf,8,0,2312.8,2320.1,2333.3,20.5,1.563,221,150.6,0.0108829,-26.588,-7.237,
05/20/16,17:51:17,12195,91,AO_W3_2-3,AO_W3_2-3_-0001.dxf,9,0,2560.7,2570.1,2594.1,33.4,3.109,334,113.7,0.0108804,-26.818,-9.415,
05/20/16,17:51:17,12195,91,AO_W3_2-3,AO_W3_2-3_-0001.dxf,10,0,2638.0,2651.2,2682.5,44.5,21.412,2326,107.5,0.0108482,-29.693,-7.469,S-Metolachlor
05/20/16,17:51:17,12195,91,AO_W3_2-3,AO_W3_2-3_-0001.dxf,11,0,3003.1,3010.4,3020.1,16.9,0.556,68,83.5,0.0108682,-27.910,-7.152,
05/20/16,17:51:17,12195,91,AO_W3_2-3,AO_W3_2-3_-0001.dxf,12,0,3090.1,3098.6,3108.0,18.0,0.611,73,82.0,0.0108365,-30.746,-7.453,
05/20/16,17:51:17,12195,91,AO_W3_2-3,AO_W3_2-3_-0001.dxf,13,0,3503.5,3512.2,3520.6,17.1,0.516,50,93.9,0.0108131,-32.833,-1.885,
05/20/16,17:51:17,12195,91,AO_W3_2-3,AO_W3_2-3_-0001.dxf,14,0,3619.5,3669.4,3670.9,51.4,2.125,136,191.9,0.0107582,-37.745,-11.532,
05/20/16,17:51:17,12195,91,AO_W3_2-3,AO_W3_2-3_-0001.dxf,15,0,3699.7,3729.2,3731.9,32.2,41.615,1426,4.9,0.0111390,-3.685,0.059,
05/20/16,17:51:17,12195,91,AO_W3_2-3,AO_W3_2-3_-0001.dxf,16,0,3759.5,3789.0,3791.7,32.2,41.672,1425,5.2,0.0111381,-3.765,0.085,
05/20/16,19:13:35,12196,92,AO_W3_3-1,AO_W3_3-1_-0001.dxf,1,0,37.2,66.5,69.4,32.2,41.435,1426,4.2,0.0111410,-3.507,0.104,
05/20/16,19:13:35,12196,92,AO_W3_3-1,AO_W3_3-1_-0001.dxf,2,0,97.0,126.4,129.2,32.2,41.294,1414,4.9,0.0111392,-3.669,0.017,
05/20/16,19:13:35,12196,92,AO_W3_3-1,AO_W3_3-1_-0001.dxf,3,1,156.8,186.2,188.9,32.2,41.371,1415,5.1,0.0111388,-3.700,-0.000,
05/20/16,19:13:35,12196,92,AO_W3_3-1,AO_W3_3-1_-0001.dxf,4,0,216.5,246.0,248.7,32.2,41.379,1417,5.2,0.0111384,-3.739,-0.019,
05/20/16,19:13:35,12196,92,AO_W3_3-1,AO_W3_3-1_-0001.dxf,5,0,1737.0,1812.0,1917.2,180.2,30.514,183,4.2,0.0108518,-29.378,-1.712,
05/20/16,19:13:35,12196,92,AO_W3_3-1,AO_W3_3-1_-0001.dxf,6,0,2103.4,2115.7,2126.2,22.8,2.225,300,163.2,0.0108305,-31.275,-3.956,
05/20/16,19:13:35,12196,92,AO_W3_3-1,AO_W3_3-1_-0001.dxf,7,0,2639.9,2648.7,2658.1,18.2,0.913,107,92.6,0.0108340,-30.962,-3.111,S-Metolachlor
05/20/16,19:13:35,12196,92,AO_W3_3-1,AO_W3_3-1_-0001.dxf,8,0,3556.6,3669.0,3670.7,114.1,7.183,160,107.0,0.0108262,-31.662,-3.570,
05/20/16,19:13:35,12196,92,AO_W3_3-1,AO_W3_3-1_-0001.dxf,9,0,3699.7,3729.0,3731.7,32.0,42.135,1443,4.8,0.0111357,-3.984,-0.094,
05/20/16,19:13:35,12196,92,AO_W3_3-1,AO_W3_3-1_-0001.dxf,10,0,3759.3,3788.8,3791.5,32.2,42.126,1439,5.1,0.0111353,-4.014,-0.147,
05/20/16,20:24:19,12197,93,AO_W3_3-2,AO_W3_3-2_-0001.dxf,1,0,37.2,66.7,69.4,32.2,41.523,1423,4.3,0.0111404,-3.560,0.059,
05/20/16,20:24:19,12197,93,AO_W3_3-2,AO_W3_3-2_-0001.dxf,2,0,97.0,126.4,129.2,32.2,41.379,1416,5.0,0.0111398,-3.616,0.032,
05/20/16,20:24:19,12197,93,AO_W3_3-2,AO_W3_3-2_-0001.dxf,3,1,156.8,185.0,188.9,32.2,41.364,1415,5.1,0.0111388,-3.700,-0.000,
05/20/16,20:24:19,12197,93,AO_W3_3-2,AO_W3_3-2_-0001.dxf,4,0,216.5,245.8,248.5,32.0,41.384,1416,5.2,0.0111388,-3.700,-0.008,
05/20/16,20:24:19,12197,93,AO_W3_3-2,AO_W3_3-2_-0001.dxf,5,0,1737.2,1811.0,1917.4,180.2,30.193,179,4.2,0.0108604,-28.602,-2.532,
05/20/16,20:24:19,12197,93,AO_W3_3-2,AO_W3_3-2_-0001.dxf,6,0,2102.3,2115.1,2125.9,23.6,2.323,310,164.9,0.0108367,-30.721,-5.933,
05/20/16,20:24:19,12197,93,AO_W3_3-2,AO_W3_3-2_-0001.dxf,7,0,2639.3,2648.0,2657.6,18.4,0.992,116,89.9,0.0108430,-30.159,-6.140,S-Metolachlor
05/20/16,20:24:19,12197,93,AO_W3_3-2,AO_W3_3-2_-0001.dxf,8,0,3699.7,3729.0,3731.7,32.0,41.890,1434,4.8,0.0111382,-3.754,-0.022,
05/20/16,20:24:19,12197,93,AO_W3_3-2,AO_W3_3-2_-0001.dxf,9,0,3759.3,3788.8,3791.5,32.2,41.930,1432,5.1,0.0111378,-3.789,-0.052,
05/20/16,21:35:04,12198,94,AO_W3_3-3,AO_W3_3-3_-0001.dxf,1,0,37.2,66.5,69.4,32.2,41.523,1426,4.3,0.0111401,-3.590,0.087,
05/20/16,21:35:04,12198,94,AO_W3_3-3,AO_W3_3-3_-0001.dxf,2,0,97.0,126.2,129.2,32.2,41.368,1417,4.9,0.0111388,-3.704,0.035,
05/20/16,21:35:04,12198,94,AO_W3_3-3,AO_W3_3-3_-0001.dxf,3,1,156.8,186.2,188.9,32.2,41.502,1418,5.1,0.0111388,-3.700,-0.000,
05/20/16,21:35:04,12198,94,AO_W3_3-3,AO_W3_3-3_-0001.dxf,4,0,216.3,246.0,248.5,32.2,41.479,1418,5.2,0.0111386,-3.720,0.000,
05/20/16,21:35:04,12198,94,AO_W3_3-3,AO_W3_3-3_-0001.dxf,5,0,1737.2,1810.8,1917.4,180.2,29.847,177,4.2,0.0108653,-28.163,-4.102,
05/20/16,21:35:04,12198,94,AO_W3_3-3,AO_W3_3-3_-0001.dxf,6,0,2102.3,2115.1,2125.9,23.6,2.299,297,162.8,0.0108407,-30.364,-6.162,
05/20/16,21:35:04,12198,94,AO_W3_3-3,AO_W3_3-3_-0001.dxf,7,0,2639.3,2648.0,2657.6,18.4,0.979,115,89.0,0.0108437,-30.096,-4.520,S-Metolachlor
05/20/16,21:35:04,12198,94,AO_W3_3-3,AO_W3_3-3_-0001.dxf,8,0,3699.7,3729.0,3731.7,32.0,41.933,1437,4.7,0.0111381,-3.763,-0.006,
05/20/16,21:35:04,12198,94,AO_W3_3-3,AO_W3_3-3_-0001.dxf,9,0,3759.3,3788.8,3791.5,32.2,41.996,1435,5.0,0.0111380,-3.777,0.003,
